"Date","station_name","pm25_value","measurement_quality","Latitude","Longitude","Altitude..m."
"2014-01-30","Reading New Town",27,"V",51.45309,-0.944067,58
"2014-01-30","Salford Eccles",27,"V",53.48481,-2.334139,30
"2014-01-30","Sandy Roadside",24,"V",52.132417,-0.300306,22
"2014-01-30","Southampton Centre",30,"V",50.90814,-1.395778,7
"2014-01-30","Southend-on-Sea",11,"V",51.544206,0.678408,37
"2014-01-30","Stanford-le-Hope Roadside",14,"V",51.518167,0.439548,18
"2014-01-30","Swansea Roadside",26,"V",51.632696,-3.947374,61
"2014-01-30","Warrington",29,"V",53.38928,-2.615358,11
"2014-01-30","Wigan Centre",27,"V",53.54914,-2.638139,45
"2014-01-30","York Bootham",27,"V",53.967513,-1.086514,15
"2014-01-30","York Fishergate",30,"V",53.951889,-1.075861,16
"2014-01-31","Aberdeen",16,"V",57.15736,-2.094278,20
"2014-01-31","Barnstaple A39",18,"V",51.074793,-4.041924,13
"2014-01-31","Belfast Centre",15,"V",54.59965,-5.928833,10
"2014-01-31","Birmingham Acocks Green",13,"V",52.437165,-1.829999,134
"2014-01-31","Birmingham Tyburn",13,"V",52.511722,-1.830583,93
"2014-01-31","Camden Kerbside",17,"V",51.54421,-0.175269,50
"2014-01-31","Cardiff Centre",15,"V",51.48178,-3.17625,12
"2014-01-31","Carlisle Roadside",18,"V",54.894834,-2.945307,11
"2014-01-31","Chatham Roadside",8,"V",51.374264,0.54797,80
"2014-01-31","Chesterfield",15,"V",53.230583,-1.433611,86
"2014-01-31","Chesterfield Roadside",13,"V",53.231722,-1.456944,96
"2014-01-31","Coventry Memorial Park",12,"V",52.394399,-1.519612,95
"2014-01-31","Derry",20,"V",55.001225,-7.329115,32
"2014-01-31","Edinburgh St Leonards",15,"V",55.945589,-3.182186,81
"2014-01-31","Glasgow Kerbside",24,"V",55.85917,-4.258889,10
"2014-01-31","Glasgow Townhead",11,"V",55.865782,-4.243631,40
"2014-01-31","Grangemouth",10,"V",56.010319,-3.704399,4
"2014-01-31","Haringey Roadside",20,"V",51.5993,-0.068218,10
"2014-01-31","Hull Freetown",14,"V",53.74878,-0.341222,4
"2014-01-31","Leamington Spa",11,"V",52.28881,-1.533119,55
"2014-01-31","Leamington Spa Rugby Road",13,"V",52.294884,-1.542911,66
"2014-01-31","Leeds Centre",20,"V",53.80378,-1.546472,78
"2014-01-31","Leeds Headingley Kerbside",19,"V",53.819972,-1.576361,85
"2014-01-31","Leicester University",17,"V",52.619823,-1.127311,83
"2014-01-31","Liverpool Speke",16,"V",53.34633,-2.844333,26
"2014-01-31","London Bexley",14,"V",51.46603,0.184806,13
"2014-01-31","London Bloomsbury",16,"V",51.52229,-0.125889,20
"2014-01-31","London Harlington",16,"V",51.48879,-0.441614,35
"2014-01-31","London Harrow Stanmore",16,"V",51.617333,-0.298777,79
"2014-01-31","Manchester Piccadilly",16,"V",53.48152,-2.237881,57
"2014-01-31","Norwich Lakenfields",13,"V",52.614193,1.301976,36
"2014-01-31","Nottingham Centre",15,"V",52.95473,-1.146447,41
"2014-01-31","Oxford St Ebbes",15,"V",51.744806,-1.260278,58
"2014-01-31","Portsmouth",18,"V",50.82881,-1.068583,5
"2014-01-31","Preston",18,"V",53.76559,-2.680353,40
"2014-01-31","Reading New Town",10,"V",51.45309,-0.944067,58
"2014-01-31","Salford Eccles",19,"V",53.48481,-2.334139,30
"2014-01-31","Saltash Callington Road",10,"V",50.411463,-4.227678,65
"2014-01-31","Sandy Roadside",15,"V",52.132417,-0.300306,22
"2014-01-31","Sheffield Devonshire Green",15,"V",53.378622,-1.478096,89
"2014-01-31","Southampton Centre",16,"V",50.90814,-1.395778,7
"2014-01-31","Southend-on-Sea",6,"V",51.544206,0.678408,37
"2014-01-31","Stanford-le-Hope Roadside",11,"V",51.518167,0.439548,18
"2014-01-31","Swansea Roadside",15,"V",51.632696,-3.947374,61
"2014-01-31","Warrington",20,"V",53.38928,-2.615358,11
"2014-01-31","Wigan Centre",19,"V",53.54914,-2.638139,45
"2014-01-31","York Bootham",18,"V",53.967513,-1.086514,15
"2014-01-31","York Fishergate",18,"V",53.951889,-1.075861,16
"2014-02-01","Aberdeen",10,"V",57.15736,-2.094278,20
"2014-02-01","Barnstaple A39",6,"V",51.074793,-4.041924,13
"2014-02-01","Belfast Centre",4,"V",54.59965,-5.928833,10
"2014-02-01","Birmingham Acocks Green",4,"V",52.437165,-1.829999,134
"2014-02-01","Birmingham Tyburn",6,"V",52.511722,-1.830583,93
"2014-02-01","Camden Kerbside",5,"V",51.54421,-0.175269,50
"2014-02-01","Cardiff Centre",7,"V",51.48178,-3.17625,12
"2014-02-01","Carlisle Roadside",7,"V",54.894834,-2.945307,11
"2014-02-01","Chatham Roadside",5,"V",51.374264,0.54797,80
"2014-02-01","Chesterfield",4,"V",53.230583,-1.433611,86
"2014-02-01","Chesterfield Roadside",3,"V",53.231722,-1.456944,96
"2014-02-01","Coventry Memorial Park",4,"V",52.394399,-1.519612,95
"2014-02-01","Derry",14,"V",55.001225,-7.329115,32
"2014-02-01","Edinburgh St Leonards",5,"V",55.945589,-3.182186,81
"2014-02-01","Glasgow Kerbside",12,"V",55.85917,-4.258889,10
"2014-02-01","Glasgow Townhead",3,"V",55.865782,-4.243631,40
"2014-02-01","Grangemouth",2,"V",56.010319,-3.704399,4
"2014-02-01","Haringey Roadside",6,"V",51.5993,-0.068218,10
"2014-02-01","Hull Freetown",5,"V",53.74878,-0.341222,4
"2014-02-01","Leamington Spa",4,"V",52.28881,-1.533119,55
"2014-02-01","Leamington Spa Rugby Road",4,"V",52.294884,-1.542911,66
"2014-02-01","Leeds Centre",5,"V",53.80378,-1.546472,78
"2014-02-01","Leeds Headingley Kerbside",5,"V",53.819972,-1.576361,85
"2014-02-01","Leicester University",7,"V",52.619823,-1.127311,83
"2014-02-01","Liverpool Speke",3,"V",53.34633,-2.844333,26
"2014-02-01","London Bexley",8,"V",51.46603,0.184806,13
"2014-02-01","London Bloomsbury",6,"V",51.52229,-0.125889,20
"2014-02-01","London Harlington",7,"V",51.48879,-0.441614,35
"2014-02-01","London Harrow Stanmore",5,"V",51.617333,-0.298777,79
"2014-02-01","London Marylebone Road",10,"V",51.52253,-0.154611,35
"2014-02-01","Manchester Piccadilly",7,"V",53.48152,-2.237881,57
"2014-02-01","Middlesbrough",4,"V",54.569297,-1.220874,10
"2014-02-01","Newcastle Centre",4,"V",54.97825,-1.610528,45
"2014-02-01","Norwich Lakenfields",4,"V",52.614193,1.301976,36
"2014-02-01","Nottingham Centre",3,"V",52.95473,-1.146447,41
"2014-02-01","Oxford St Ebbes",8,"V",51.744806,-1.260278,58
"2014-02-01","Portsmouth",8,"V",50.82881,-1.068583,5
"2014-02-01","Preston",6,"V",53.76559,-2.680353,40
"2014-02-01","Reading New Town",3,"V",51.45309,-0.944067,58
"2014-02-01","Salford Eccles",6,"V",53.48481,-2.334139,30
"2014-02-01","Saltash Callington Road",8,"V",50.411463,-4.227678,65
"2014-02-01","Sandy Roadside",5,"V",52.132417,-0.300306,22
"2014-02-01","Sheffield Devonshire Green",3,"V",53.378622,-1.478096,89
"2014-02-01","Southampton Centre",7,"V",50.90814,-1.395778,7
"2014-02-01","Southend-on-Sea",2,"V",51.544206,0.678408,37
"2014-02-01","Stanford-le-Hope Roadside",5,"V",51.518167,0.439548,18
"2014-02-01","Stockton-on-Tees Eaglescliffe",4,"V",54.516667,-1.358547,29
"2014-02-01","Sunderland Silksworth",5,"V",54.88361,-1.406878,110
"2014-02-01","Swansea Roadside",7,"V",51.632696,-3.947374,61
"2014-02-01","Warrington",7,"V",53.38928,-2.615358,11
"2014-02-01","Wigan Centre",6,"V",53.54914,-2.638139,45
"2014-02-01","York Bootham",6,"V",53.967513,-1.086514,15
"2014-02-01","York Fishergate",5,"V",53.951889,-1.075861,16
"2014-02-02","Aberdeen",5,"V",57.15736,-2.094278,20
"2014-02-02","Barnstaple A39",5,"V",51.074793,-4.041924,13
"2014-02-02","Belfast Centre",5,"V",54.59965,-5.928833,10
"2014-02-02","Birmingham Acocks Green",7,"V",52.437165,-1.829999,134
"2014-02-02","Birmingham Tyburn",7,"V",52.511722,-1.830583,93
"2014-02-02","Camden Kerbside",8,"V",51.54421,-0.175269,50
"2014-02-02","Cardiff Centre",7,"V",51.48178,-3.17625,12
"2014-02-02","Carlisle Roadside",9,"V",54.894834,-2.945307,11
"2014-02-02","Chatham Roadside",7,"V",51.374264,0.54797,80
"2014-02-02","Chesterfield",7,"V",53.230583,-1.433611,86
"2014-02-02","Chesterfield Roadside",5,"V",53.231722,-1.456944,96
"2014-02-02","Coventry Memorial Park",6,"V",52.394399,-1.519612,95
"2014-02-02","Derry",10,"V",55.001225,-7.329115,32
"2014-02-02","Edinburgh St Leonards",7,"V",55.945589,-3.182186,81
"2014-02-02","Glasgow Kerbside",10,"V",55.85917,-4.258889,10
"2014-02-02","Glasgow Townhead",4,"V",55.865782,-4.243631,40
"2014-02-02","Grangemouth",4,"V",56.010319,-3.704399,4
"2014-02-02","Haringey Roadside",10,"V",51.5993,-0.068218,10
"2014-02-02","Harwell",4,"V",51.571078,-1.325283,126
"2014-02-02","Hull Freetown",8,"V",53.74878,-0.341222,4
"2014-02-02","Leamington Spa",6,"V",52.28881,-1.533119,55
"2014-02-02","Leamington Spa Rugby Road",6,"V",52.294884,-1.542911,66
"2014-02-02","Leeds Centre",7,"V",53.80378,-1.546472,78
"2014-02-02","Leeds Headingley Kerbside",7,"V",53.819972,-1.576361,85
"2014-02-02","Leicester University",8,"V",52.619823,-1.127311,83
"2014-02-02","Liverpool Speke",5,"V",53.34633,-2.844333,26
"2014-02-02","London Bexley",11,"V",51.46603,0.184806,13
"2014-02-02","London Bloomsbury",9,"V",51.52229,-0.125889,20
"2014-02-02","London Harlington",9,"V",51.48879,-0.441614,35
"2014-02-02","London Harrow Stanmore",9,"V",51.617333,-0.298777,79
"2014-02-02","London Marylebone Road",14,"V",51.52253,-0.154611,35
"2014-02-02","Manchester Piccadilly",8,"V",53.48152,-2.237881,57
"2014-02-02","Middlesbrough",6,"V",54.569297,-1.220874,10
"2014-02-02","Newcastle Centre",5,"V",54.97825,-1.610528,45
"2014-02-02","Norwich Lakenfields",10,"V",52.614193,1.301976,36
"2014-02-02","Nottingham Centre",5,"V",52.95473,-1.146447,41
"2014-02-02","Oxford St Ebbes",10,"V",51.744806,-1.260278,58
"2014-02-02","Portsmouth",10,"V",50.82881,-1.068583,5
"2014-02-02","Preston",7,"V",53.76559,-2.680353,40
"2014-02-02","Reading New Town",5,"V",51.45309,-0.944067,58
"2014-02-02","Salford Eccles",8,"V",53.48481,-2.334139,30
"2014-02-02","Saltash Callington Road",7,"V",50.411463,-4.227678,65
"2014-02-02","Sandy Roadside",8,"V",52.132417,-0.300306,22
"2014-02-02","Sheffield Devonshire Green",5,"V",53.378622,-1.478096,89
"2014-02-02","Southampton Centre",9,"V",50.90814,-1.395778,7
"2014-02-02","Stanford-le-Hope Roadside",8,"V",51.518167,0.439548,18
"2014-02-02","Stockton-on-Tees Eaglescliffe",4,"V",54.516667,-1.358547,29
"2014-02-02","Storrington Roadside",7,"V",50.916932,-0.449548,41
"2014-02-02","Sunderland Silksworth",6,"V",54.88361,-1.406878,110
"2014-02-02","Swansea Roadside",7,"V",51.632696,-3.947374,61
"2014-02-02","Warrington",8,"V",53.38928,-2.615358,11
"2014-02-02","Wigan Centre",8,"V",53.54914,-2.638139,45
"2014-02-02","York Bootham",7,"V",53.967513,-1.086514,15
"2014-02-02","York Fishergate",8,"V",53.951889,-1.075861,16
"2014-02-03","Aberdeen",14,"V",57.15736,-2.094278,20
"2014-02-03","Barnstaple A39",5,"V",51.074793,-4.041924,13
"2014-02-03","Belfast Centre",7,"V",54.59965,-5.928833,10
"2014-02-03","Birmingham Tyburn",8,"V",52.511722,-1.830583,93
"2014-02-03","Camden Kerbside",10,"V",51.54421,-0.175269,50
"2014-02-03","Cardiff Centre",6,"V",51.48178,-3.17625,12
"2014-02-03","Carlisle Roadside",10,"V",54.894834,-2.945307,11
"2014-02-03","Chatham Roadside",8,"V",51.374264,0.54797,80
"2014-02-03","Chesterfield",8,"V",53.230583,-1.433611,86
"2014-02-03","Chesterfield Roadside",8,"V",53.231722,-1.456944,96
"2014-02-03","Coventry Memorial Park",7,"V",52.394399,-1.519612,95
"2014-02-03","Derry",11,"V",55.001225,-7.329115,32
"2014-02-03","Edinburgh St Leonards",10,"V",55.945589,-3.182186,81
"2014-02-03","Glasgow Kerbside",12,"V",55.85917,-4.258889,10
"2014-02-03","Glasgow Townhead",6,"V",55.865782,-4.243631,40
"2014-02-03","Haringey Roadside",11,"V",51.5993,-0.068218,10
"2014-02-03","Harwell",4,"V",51.571078,-1.325283,126
"2014-02-03","Leamington Spa",7,"V",52.28881,-1.533119,55
"2014-02-03","Leamington Spa Rugby Road",7,"V",52.294884,-1.542911,66
"2014-02-03","Leeds Centre",10,"V",53.80378,-1.546472,78
"2014-02-03","Leeds Headingley Kerbside",12,"V",53.819972,-1.576361,85
"2014-02-03","Leicester University",8,"V",52.619823,-1.127311,83
"2014-02-03","Liverpool Speke",5,"V",53.34633,-2.844333,26
"2014-02-03","London Bexley",11,"V",51.46603,0.184806,13
"2014-02-03","London Bloomsbury",9,"V",51.52229,-0.125889,20
"2014-02-03","London Harlington",8,"V",51.48879,-0.441614,35
"2014-02-03","London Harrow Stanmore",8,"V",51.617333,-0.298777,79
"2014-02-03","London Marylebone Road",12,"V",51.52253,-0.154611,35
"2014-02-03","Manchester Piccadilly",8,"V",53.48152,-2.237881,57
"2014-02-03","Middlesbrough",9,"V",54.569297,-1.220874,10
"2014-02-03","Newcastle Centre",9,"V",54.97825,-1.610528,45
"2014-02-03","Norwich Lakenfields",8,"V",52.614193,1.301976,36
"2014-02-03","Nottingham Centre",7,"V",52.95473,-1.146447,41
"2014-02-03","Oxford St Ebbes",10,"V",51.744806,-1.260278,58
"2014-02-03","Portsmouth",10,"V",50.82881,-1.068583,5
"2014-02-03","Preston",8,"V",53.76559,-2.680353,40
"2014-02-03","Reading New Town",4,"V",51.45309,-0.944067,58
"2014-02-03","Salford Eccles",10,"V",53.48481,-2.334139,30
"2014-02-03","Saltash Callington Road",9,"V",50.411463,-4.227678,65
"2014-02-03","Sheffield Devonshire Green",8,"V",53.378622,-1.478096,89
"2014-02-03","Southampton Centre",9,"V",50.90814,-1.395778,7
"2014-02-03","Stanford-le-Hope Roadside",8,"V",51.518167,0.439548,18
"2014-02-03","Stockton-on-Tees Eaglescliffe",7,"V",54.516667,-1.358547,29
"2014-02-03","Storrington Roadside",9,"V",50.916932,-0.449548,41
"2014-02-03","Sunderland Silksworth",10,"V",54.88361,-1.406878,110
"2014-02-03","Swansea Roadside",6,"V",51.632696,-3.947374,61
"2014-02-03","Warrington",11,"V",53.38928,-2.615358,11
"2014-02-03","Wigan Centre",8,"V",53.54914,-2.638139,45
"2014-02-03","York Bootham",10,"V",53.967513,-1.086514,15
"2014-02-03","York Fishergate",10,"V",53.951889,-1.075861,16
"2014-02-04","Aberdeen",14,"V",57.15736,-2.094278,20
"2014-02-04","Barnstaple A39",3,"V",51.074793,-4.041924,13
"2014-02-04","Belfast Centre",5,"V",54.59965,-5.928833,10
"2014-02-04","Birmingham Acocks Green",5,"V",52.437165,-1.829999,134
"2014-02-04","Birmingham Tyburn",7,"V",52.511722,-1.830583,93
"2014-02-04","Camden Kerbside",7,"V",51.54421,-0.175269,50
"2014-02-04","Cardiff Centre",5,"V",51.48178,-3.17625,12
"2014-02-04","Carlisle Roadside",10,"V",54.894834,-2.945307,11
"2014-02-04","Chatham Roadside",5,"V",51.374264,0.54797,80
"2014-02-04","Chesterfield",8,"V",53.230583,-1.433611,86
"2014-02-04","Chesterfield Roadside",7,"V",53.231722,-1.456944,96
"2014-02-04","Coventry Memorial Park",5,"V",52.394399,-1.519612,95
"2014-02-04","Derry",10,"V",55.001225,-7.329115,32
"2014-02-04","Glasgow Kerbside",17,"V",55.85917,-4.258889,10
"2014-02-04","Glasgow Townhead",5,"V",55.865782,-4.243631,40
"2014-02-04","Haringey Roadside",8,"V",51.5993,-0.068218,10
"2014-02-04","Harwell",3,"V",51.571078,-1.325283,126
"2014-02-04","Leamington Spa",4,"V",52.28881,-1.533119,55
"2014-02-04","Leamington Spa Rugby Road",5,"V",52.294884,-1.542911,66
"2014-02-04","Leeds Centre",11,"V",53.80378,-1.546472,78
"2014-02-04","Leeds Headingley Kerbside",12,"V",53.819972,-1.576361,85
"2014-02-04","Leicester University",8,"V",52.619823,-1.127311,83
"2014-02-04","Liverpool Speke",5,"V",53.34633,-2.844333,26
"2014-02-04","London Bexley",8,"V",51.46603,0.184806,13
"2014-02-04","London Bloomsbury",6,"V",51.52229,-0.125889,20
"2014-02-04","London Harlington",6,"V",51.48879,-0.441614,35
"2014-02-04","London Harrow Stanmore",6,"V",51.617333,-0.298777,79
"2014-02-04","London Marylebone Road",12,"V",51.52253,-0.154611,35
"2014-02-04","Manchester Piccadilly",8,"V",53.48152,-2.237881,57
"2014-02-04","Middlesbrough",10,"V",54.569297,-1.220874,10
"2014-02-04","Norwich Lakenfields",8,"V",52.614193,1.301976,36
"2014-02-04","Nottingham Centre",6,"V",52.95473,-1.146447,41
"2014-02-04","Oxford St Ebbes",8,"V",51.744806,-1.260278,58
"2014-02-04","Portsmouth",8,"V",50.82881,-1.068583,5
"2014-02-04","Preston",8,"V",53.76559,-2.680353,40
"2014-02-04","Reading New Town",2,"V",51.45309,-0.944067,58
"2014-02-04","Salford Eccles",11,"V",53.48481,-2.334139,30
"2014-02-04","Saltash Callington Road",5,"V",50.411463,-4.227678,65
"2014-02-04","Sheffield Devonshire Green",7,"V",53.378622,-1.478096,89
"2014-02-04","Southampton Centre",6,"V",50.90814,-1.395778,7
"2014-02-04","Southend-on-Sea",4,"V",51.544206,0.678408,37
"2014-02-04","Stanford-le-Hope Roadside",6,"V",51.518167,0.439548,18
"2014-02-04","Stockton-on-Tees Eaglescliffe",8,"V",54.516667,-1.358547,29
"2014-02-04","Storrington Roadside",6,"V",50.916932,-0.449548,41
"2014-02-04","Sunderland Silksworth",13,"V",54.88361,-1.406878,110
"2014-02-04","Swansea Roadside",5,"V",51.632696,-3.947374,61
"2014-02-04","Warrington",10,"V",53.38928,-2.615358,11
"2014-02-04","Wigan Centre",10,"V",53.54914,-2.638139,45
"2014-02-04","York Bootham",12,"V",53.967513,-1.086514,15
"2014-02-04","York Fishergate",12,"V",53.951889,-1.075861,16
"2014-02-05","Aberdeen",13,"V",57.15736,-2.094278,20
"2014-02-05","Barnstaple A39",7,"V",51.074793,-4.041924,13
"2014-02-05","Belfast Centre",7,"V",54.59965,-5.928833,10
"2014-02-05","Birmingham Acocks Green",6,"V",52.437165,-1.829999,134
"2014-02-05","Birmingham Tyburn",6,"V",52.511722,-1.830583,93
"2014-02-05","Birmingham Tyburn Roadside",3,"V",52.512194,-1.830861,93
"2014-02-05","Camden Kerbside",7,"V",51.54421,-0.175269,50
"2014-02-05","Carlisle Roadside",7,"V",54.894834,-2.945307,11
"2014-02-05","Chatham Roadside",6,"V",51.374264,0.54797,80
"2014-02-05","Chesterfield",4,"V",53.230583,-1.433611,86
"2014-02-05","Chesterfield Roadside",2,"V",53.231722,-1.456944,96
"2014-02-05","Coventry Memorial Park",6,"V",52.394399,-1.519612,95
"2014-02-05","Derry",15,"V",55.001225,-7.329115,32
"2014-02-05","Eastbourne",8,"V",50.805778,0.271611,7
"2014-02-05","Glasgow Kerbside",20,"V",55.85917,-4.258889,10
"2014-02-05","Glasgow Townhead",5,"V",55.865782,-4.243631,40
"2014-02-05","Haringey Roadside",8,"V",51.5993,-0.068218,10
"2014-02-05","Leamington Spa",5,"V",52.28881,-1.533119,55
"2014-02-05","Leamington Spa Rugby Road",5,"V",52.294884,-1.542911,66
"2014-02-05","Leeds Centre",6,"V",53.80378,-1.546472,78
"2014-02-05","Leeds Headingley Kerbside",6,"V",53.819972,-1.576361,85
"2014-02-05","Leicester University",5,"V",52.619823,-1.127311,83
"2014-02-05","Liverpool Speke",2,"V",53.34633,-2.844333,26
"2014-02-05","London Bexley",10,"V",51.46603,0.184806,13
"2014-02-05","London Bloomsbury",7,"V",51.52229,-0.125889,20
"2014-02-05","London Harlington",8,"V",51.48879,-0.441614,35
"2014-02-05","London Harrow Stanmore",7,"V",51.617333,-0.298777,79
"2014-02-05","London Marylebone Road",13,"V",51.52253,-0.154611,35
"2014-02-05","London N. Kensington",8,"V",51.52105,-0.213492,5
"2014-02-05","Manchester Piccadilly",4,"V",53.48152,-2.237881,57
"2014-02-05","Middlesbrough",5,"V",54.569297,-1.220874,10
"2014-02-05","Newport",9,"V",51.601203,-2.977281,24
"2014-02-05","Nottingham Centre",3,"V",52.95473,-1.146447,41
"2014-02-05","Oxford St Ebbes",9,"V",51.744806,-1.260278,58
"2014-02-05","Plymouth Centre",8,"V",50.37167,-4.142361,18
"2014-02-05","Portsmouth",12,"V",50.82881,-1.068583,5
"2014-02-05","Preston",4,"V",53.76559,-2.680353,40
"2014-02-05","Reading New Town",2,"V",51.45309,-0.944067,58
"2014-02-05","Salford Eccles",5,"V",53.48481,-2.334139,30
"2014-02-05","Saltash Callington Road",9,"V",50.411463,-4.227678,65
"2014-02-05","Southampton Centre",10,"V",50.90814,-1.395778,7
"2014-02-05","Southend-on-Sea",5,"V",51.544206,0.678408,37
"2014-02-05","Stanford-le-Hope Roadside",8,"V",51.518167,0.439548,18
"2014-02-05","Stockton-on-Tees Eaglescliffe",3,"V",54.516667,-1.358547,29
"2014-02-05","Stoke-on-Trent Centre",5,"V",53.02821,-2.175133,172
"2014-02-05","Storrington Roadside",9,"V",50.916932,-0.449548,41
"2014-02-05","Sunderland Silksworth",7,"V",54.88361,-1.406878,110
"2014-02-05","Swansea Roadside",9,"V",51.632696,-3.947374,61
"2014-02-05","Warrington",6,"V",53.38928,-2.615358,11
"2014-02-05","Wigan Centre",6,"V",53.54914,-2.638139,45
"2014-02-05","York Bootham",6,"V",53.967513,-1.086514,15
"2014-02-05","York Fishergate",5,"V",53.951889,-1.075861,16
"2014-02-06","Aberdeen",8,"V",57.15736,-2.094278,20
"2014-02-06","Barnstaple A39",6,"V",51.074793,-4.041924,13
"2014-02-06","Belfast Centre",12,"V",54.59965,-5.928833,10
"2014-02-06","Birmingham Acocks Green",7,"V",52.437165,-1.829999,134
"2014-02-06","Birmingham Tyburn",7,"V",52.511722,-1.830583,93
"2014-02-06","Birmingham Tyburn Roadside",5,"V",52.512194,-1.830861,93
"2014-02-06","Bristol St Paul's",8,"V",51.462839,-2.584482,15
"2014-02-06","Camden Kerbside",7,"V",51.54421,-0.175269,50
"2014-02-06","Carlisle Roadside",13,"V",54.894834,-2.945307,11
"2014-02-06","Chatham Roadside",6,"V",51.374264,0.54797,80
"2014-02-06","Chesterfield",7,"V",53.230583,-1.433611,86
"2014-02-06","Chesterfield Roadside",6,"V",53.231722,-1.456944,96
"2014-02-06","Coventry Memorial Park",7,"V",52.394399,-1.519612,95
"2014-02-06","Derry",23,"V",55.001225,-7.329115,32
"2014-02-06","Eastbourne",6,"V",50.805778,0.271611,7
"2014-02-06","Glasgow Kerbside",15,"V",55.85917,-4.258889,10
"2014-02-06","Glasgow Townhead",6,"V",55.865782,-4.243631,40
"2014-02-06","Haringey Roadside",8,"V",51.5993,-0.068218,10
"2014-02-06","Hull Freetown",8,"V",53.74878,-0.341222,4
"2014-02-06","Leamington Spa",7,"V",52.28881,-1.533119,55
"2014-02-06","Leamington Spa Rugby Road",7,"V",52.294884,-1.542911,66
"2014-02-06","Leeds Centre",5,"V",53.80378,-1.546472,78
"2014-02-06","Leeds Headingley Kerbside",8,"V",53.819972,-1.576361,85
"2014-02-06","Leicester University",7,"V",52.619823,-1.127311,83
"2014-02-06","Liverpool Speke",5,"V",53.34633,-2.844333,26
"2014-02-06","London Bexley",8,"V",51.46603,0.184806,13
"2014-02-06","London Bloomsbury",7,"V",51.52229,-0.125889,20
"2014-02-06","London Harlington",7,"V",51.48879,-0.441614,35
"2014-02-06","London Harrow Stanmore",6,"V",51.617333,-0.298777,79
"2014-02-06","London Marylebone Road",15,"V",51.52253,-0.154611,35
"2014-02-06","London N. Kensington",8,"V",51.52105,-0.213492,5
"2014-02-06","Manchester Piccadilly",8,"V",53.48152,-2.237881,57
"2014-02-06","Middlesbrough",6,"V",54.569297,-1.220874,10
"2014-02-06","Newport",8,"V",51.601203,-2.977281,24
"2014-02-06","Nottingham Centre",5,"V",52.95473,-1.146447,41
"2014-02-06","Oxford St Ebbes",10,"V",51.744806,-1.260278,58
"2014-02-06","Plymouth Centre",4,"V",50.37167,-4.142361,18
"2014-02-06","Portsmouth",9,"V",50.82881,-1.068583,5
"2014-02-06","Preston",8,"V",53.76559,-2.680353,40
"2014-02-06","Reading New Town",1,"V",51.45309,-0.944067,58
"2014-02-06","Salford Eccles",8,"V",53.48481,-2.334139,30
"2014-02-06","Saltash Callington Road",6,"V",50.411463,-4.227678,65
"2014-02-06","Sheffield Devonshire Green",6,"V",53.378622,-1.478096,89
"2014-02-06","Southampton Centre",7,"V",50.90814,-1.395778,7
"2014-02-06","Southend-on-Sea",4,"V",51.544206,0.678408,37
"2014-02-06","Stanford-le-Hope Roadside",6,"V",51.518167,0.439548,18
"2014-02-06","Stockton-on-Tees Eaglescliffe",5,"V",54.516667,-1.358547,29
"2014-02-06","Stoke-on-Trent Centre",9,"V",53.02821,-2.175133,172
"2014-02-06","Storrington Roadside",5,"V",50.916932,-0.449548,41
"2014-02-06","Sunderland Silksworth",6,"V",54.88361,-1.406878,110
"2014-02-06","Swansea Roadside",7,"V",51.632696,-3.947374,61
"2014-02-06","Warrington",9,"V",53.38928,-2.615358,11
"2014-02-06","Wigan Centre",10,"V",53.54914,-2.638139,45
"2014-02-06","York Bootham",7,"V",53.967513,-1.086514,15
"2014-02-06","York Fishergate",7,"V",53.951889,-1.075861,16
"2014-02-07","Aberdeen",8,"V",57.15736,-2.094278,20
"2014-02-07","Barnstaple A39",2,"V",51.074793,-4.041924,13
"2014-02-07","Belfast Centre",6,"V",54.59965,-5.928833,10
"2014-02-07","Birmingham Acocks Green",7,"V",52.437165,-1.829999,134
"2014-02-07","Birmingham Tyburn",7,"V",52.511722,-1.830583,93
"2014-02-07","Birmingham Tyburn Roadside",4,"V",52.512194,-1.830861,93
"2014-02-07","Bristol St Paul's",7,"V",51.462839,-2.584482,15
"2014-02-07","Camden Kerbside",6,"V",51.54421,-0.175269,50
"2014-02-07","Carlisle Roadside",10,"V",54.894834,-2.945307,11
"2014-02-07","Chatham Roadside",4,"V",51.374264,0.54797,80
"2014-02-07","Chepstow A48",9,"V",51.638094,-2.678731,67
"2014-02-07","Chesterfield",6,"V",53.230583,-1.433611,86
"2014-02-07","Chesterfield Roadside",5,"V",53.231722,-1.456944,96
"2014-02-07","Coventry Memorial Park",6,"V",52.394399,-1.519612,95
"2014-02-07","Derry",7,"V",55.001225,-7.329115,32
"2014-02-07","Eastbourne",4,"V",50.805778,0.271611,7
"2014-02-07","Glasgow Townhead",7,"V",55.865782,-4.243631,40
"2014-02-07","Haringey Roadside",7,"V",51.5993,-0.068218,10
"2014-02-07","Hull Freetown",6,"V",53.74878,-0.341222,4
"2014-02-07","Leamington Spa",6,"V",52.28881,-1.533119,55
"2014-02-07","Leamington Spa Rugby Road",6,"V",52.294884,-1.542911,66
"2014-02-07","Leeds Centre",7,"V",53.80378,-1.546472,78
"2014-02-07","Leeds Headingley Kerbside",8,"V",53.819972,-1.576361,85
"2014-02-07","Leicester University",8,"V",52.619823,-1.127311,83
"2014-02-07","Liverpool Speke",5,"V",53.34633,-2.844333,26
